a,t0,beta_v,z
0.6364923439066223,0.4315734751443156,0.9786412746087567,-0.013082095483918152
0.6405175130092902,0.434977830773025,1.0535699504253104,-0.006046925499675854
0.639005489303768,0.4397180547585468,1.0823885223513532,-0.018853651179696514
0.6346216432386692,0.4372194921749692,1.0402644068691336,0.016597764657429022
0.6272715090379678,0.43716409123198174,1.0293603377200755,0.011247347669445565
0.640853081349592,0.438416532218936,1.0443586590085288,0.0005529232613796114
0.6508086592406357,0.43776235614682085,1.0184998869344797,0.018222592490117647
0.6271269180444914,0.44079055238009424,0.9995738994119638,0.017496098465852466
0.6441306359693008,0.4388067320664203,1.0597612337557039,0.035657998854760946
0.6333814938955877,0.4406336203737793,0.9597294312101203,0.0036686815892030943
0.6221950000836239,0.439565234503015,0.9943813562155887,0.032671282927788085
0.6675680601388856,0.43175732966353997,1.0320080111213492,-0.031019628698813653
0.6433409298961007,0.43702741132489736,1.0431739447140835,0.02241837426387986
0.6333957589942154,0.43347483772973344,1.0018391407758307,0.011142813698904247
0.6393651285259991,0.4381695284586143,0.9857245404399948,0.02223686616702131
0.6504055450408693,0.43871391741112814,1.030871779537652,0.04981622728874284
0.6657932043277549,0.42759265043055933,1.0047675514403929,0.0035821269648174552
0.6465293395120422,0.43443617356350833,1.0567529597667968,-0.02746702142383232
0.6508848322932383,0.4342736535491551,1.0382806518410646,-0.018272437512609485
0.6186688076818806,0.4358006448708376,1.0239244631201059,-0.003539378034259778
0.6235744400713465,0.43999383686029647,1.0496343943247621,0.022224807455531487
0.6486385329726894,0.4377254831625382,1.0591595347115406,0.0073216190452696705
0.6398398030878876,0.4351342768798382,1.037317294822555,-0.029384703022635836
0.6568156449968973,0.4314891777174335,1.035963539173829,-0.039820853309385444
0.6255945375083699,0.44347650742025263,1.0444392168836039,0.008099451912419672
0.6384406971994637,0.4317164081033973,1.0441287036467977,-0.01804907609961266
0.638066065437386,0.43569854033492983,1.0253670928503869,0.015365368187384777
0.6399770907140059,0.43766834196962073,1.0780075255299593,-0.041950559857472335
0.6270710993900557,0.43589592838088714,0.9957525709907805,-0.01086055702743052
0.6214394258027091,0.439860704384074,0.9422953048901372,0.0159484464103577
0.6176519356261815,0.43820106435881123,1.0608166912074883,-0.024123132674167543
0.6587458571701517,0.4336155241402865,1.0605175270534386,-0.01860360761511182
0.6593818711177205,0.4323031122012656,0.9861373144846685,-0.00015225392564410708
0.6554207945468675,0.4337144902113659,1.0528933824814717,-0.009670207322194037
0.6566581666169666,0.43953531071732777,1.0725895931604932,-0.00022422213890972614
0.6349264911944817,0.4394280648458255,0.9140398875246963,0.061236056258482024
0.6612373569719638,0.4377827177589285,1.0502954067066663,0.0004227444333614832
0.6415217142208575,0.43678581657545823,1.010909995629551,0.027572116211698108
0.6503586254228092,0.43420347796044395,0.9695458836516957,0.017797294338033044
0.6589372260795616,0.43501690992823167,1.0443094820266976,0.008616373680367011
0.6468388445051705,0.4348837927077858,1.0180179958546782,-0.006774786923133573
0.6422583002410126,0.4365462619462174,1.0779485362934795,-0.005256662651655317
0.6275332494736059,0.43962479950186145,1.1040405901505275,-0.024488978757370595
0.6516996021921485,0.4378968530489959,1.018212864555132,0.04733326006611105
0.6341907055131967,0.4377436456587019,0.9778626464710185,0.020378989181240665
0.6859218900878127,0.4286316555664073,1.1439930000848324,-0.08086393954105317
0.6409317502928017,0.4361272957166043,0.9983882766882044,-0.0029882572298544586
0.6357096686896506,0.43354738788576236,1.0793274668097486,-0.016140931880217167
0.6431420983691092,0.44141016917830866,0.9499429045814473,0.05503094486271915
0.6356542470803408,0.4330817807350801,1.0648002404123704,-0.03963554391962966
0.6501712988303264,0.43449972218225635,0.9766081824617582,0.031091135284685725
0.6572907059275842,0.433333216601633,1.0428578991222757,-0.008660322463738284
0.6687934747490865,0.43355994883387095,1.0258615383059753,0.016133241710663014
0.6507495115561666,0.43441490936109023,1.0247924940934205,-0.0003607955006204874
0.6347272039227133,0.43886585382067483,0.9537843114517904,0.027877761612927966
0.642468267447265,0.4366335084488654,0.9346903951542854,0.05436654922304657
0.6361554971014931,0.4361693798719431,1.0236289439830837,0.007978715757217252
0.6253619795592396,0.43990730486808266,0.9897210674708268,0.01687175673357469
0.6571489148106565,0.433626461116762,1.108497514033163,-0.02869993476871766
0.6690414323698847,0.4294129210194029,1.0307027234789055,-0.009142067875217201
0.6338503853466402,0.4386031014460298,1.0418155721683298,-0.01129715427716431
0.6440677339004085,0.4361686308905296,1.031342591226524,0.023875548345030716
0.6558382607273284,0.4346617178553949,1.034002481215938,-0.00448771752726073
0.6424300594280161,0.4376691957533776,1.0404490731827372,0.011340372043741467
0.6507870620958526,0.43730581513510897,1.0032920765843993,0.021250853568864827
0.6283109484543279,0.43987907481425176,0.9895460898059621,0.020573446965452755
0.6269491978188179,0.4373461995709217,1.0142227115273124,-0.00271867587358808
0.6676521349258386,0.4362085332225313,1.0328879288427015,0.03763196859370171
0.6531672823708923,0.43208861286090094,0.9807976894990577,0.010016778350542562
0.6623968267284636,0.43644811176738996,1.033402419312163,0.031888103026323625
0.6706691603526839,0.43304548721136926,1.066594246640132,0.014954485078427704
0.6651401622840084,0.43417528256768,1.0252282247157183,-0.021661515099406985
0.6242675490744999,0.4411070138917741,0.9824609275962596,0.038590877696719254
0.6357334932327959,0.44398982479986154,1.0015285777950693,0.05216980166008875
0.6544573298850661,0.43501428546158394,1.0590018848002605,0.004329335095818701
0.648217433885826,0.43709310990369316,1.0834582242641473,-0.007076207897045869
0.6687201044770831,0.43693901963366333,0.9772878919591862,0.07649988705737298
0.6457637682789389,0.4379465926539709,1.0436585303263564,0.004589694733445116
0.6289366372023811,0.44013956872541776,1.0448905617361295,-0.0019256953250524514
0.6625846892440093,0.4375545641872163,1.0104822257036432,0.03819144224299624
0.6312509637870892,0.43938851166629744,1.0035962672733008,-0.0020853222594588283
0.6521964349434878,0.4326636980203855,1.0008887067728227,0.0024242776722359265
0.6537321943819978,0.43546458785906456,1.084695858384224,-0.0002943009827008392
0.6156365308925428,0.4429972304667075,0.9645570161301782,0.036871593175518615
0.6578315369777447,0.4334407748288252,1.0612505729665473,-0.01504602113587534
0.6453554259219456,0.4366353726783965,1.021117119818077,0.006219163148818012
0.6510446638396956,0.435818887762767,1.0065779904366854,0.026908151927387356
0.6203098475637602,0.43774900011771894,1.0503520708238359,-0.002049736718669164
0.6437599618898707,0.439431609157433,1.0450576137857555,0.005738511288499468
0.6409578534618595,0.4374251261655535,1.0395355131523139,0.01206141341821622
0.6650257426181679,0.43123076405390864,1.0133094554516586,-0.04262640201384218
0.6485520714857884,0.4378904290137034,1.0085478048067384,-0.020260627043124837
0.6340169431228511,0.4426105232647335,1.0071451075640478,0.026883487231938993
0.6306914690965816,0.44075672811490485,0.9935711080571318,0.021449006363483486
0.6470669634807873,0.43090659633918715,0.933362278969045,0.018672780176783924
0.6284077479693853,0.43940775533613147,1.0422639558737103,0.000896964999943432
0.639313945910808,0.4401788036513377,1.0428506087193705,-0.007977245164838104
0.6510454304231111,0.43631576152743295,1.0375697063093243,-0.0010205740730759238
0.6632656653730786,0.4260646886591266,1.1166598739095979,-0.07543765606536827
0.6174923092030463,0.4429667545973834,1.0191279229973191,0.008463397754313396
0.6373025569577929,0.43620400740157395,1.0515499944360227,-0.009533351477177083
0.6584130778602274,0.4362260657045281,1.0486787184150925,-0.013296985790109546
0.6560055455553471,0.43418536450485024,0.9789681911333944,0.02219265753132056
0.6462370105475875,0.4360565793272377,1.0192401351866738,-0.01615382760520223
0.6462169972665232,0.4337284543718397,1.0622186178780386,-0.03295399462362285
0.6247011951737504,0.43890369611974794,1.0160262097445878,-0.01020162008335693
0.6245803245753749,0.4393680560198514,1.0340629740186869,0.0010331420516169405
0.6134549499463808,0.4387499973136942,0.958839970980698,-0.000810347940377438
0.6225160966374401,0.44127958206687284,1.0009717210277596,0.022010920372936848
0.6311428761790142,0.43538508813513466,1.0155871336038886,-0.025335229180944472
