estimator,"a,a","a,t0","a,v","a,z","t0,a","t0,t0","t0,v","t0,z","v,a","v,t0","v,v","v,z","z,a","z,t0","z,v","z,z"
sample-hessian,0.010550223553152013,-0.49151273326884426,0.20059215023211047,0.04329131653889567,-0.49151273326884426,0.002709906193469335,-0.36009680008107414,0.5381965773214021,0.20059215023211066,-0.3600968000810741,0.08323851116036755,-0.6082443283110838,0.04329131653889571,0.538196577321402,-0.608244328311084,0.02656502426734745
outer-product,0.010721412154005329,-0.572453266011801,0.35851509768307316,-0.09946749898646029,-0.572453266011801,0.0028557524348485036,-0.41629758893900115,0.5777580997884953,0.35851509768307294,-0.416297588939001,0.07692256831035656,-0.5748530606830784,-0.09946749898646028,0.5777580997884953,-0.5748530606830784,0.025487230510447496
misspecification-robust,0.010533960952567333,-0.3986295564707492,0.03496667090426657,0.19179814475643422,-0.398629556470749,0.002579442142591519,-0.31504536262071564,0.5025747340997615,0.034966670904266924,-0.31504536262071536,0.09167787979002356,-0.6520630225091003,0.19179814475643453,0.5025747340997611,-0.6520630225091009,0.028195762102329394
autocorrelation-robust,0.010741489806335547,-0.34505290157659185,0.03069748741029966,0.20076661460696052,-0.34505290157659185,0.002812907795608706,-0.3426339791473282,0.5458544715696756,0.03069748741030007,-0.3426339791473282,0.08931699433656992,-0.6455739496688164,0.20076661460696063,0.5458544715696756,-0.6455739496688169,0.02813612535015528
sample-hessian,0.00994770419018013,-0.5381031270391844,0.2210382365137504,-0.01677103348172448,-0.5381031270391843,0.002682741952111271,-0.34034276733795643,0.519681049704576,0.22103823651375024,-0.3403427673379563,0.08321243367218838,-0.6027722756727605,-0.016771033481724103,0.5196810497045757,-0.6027722756727605,0.025759896808065282
outer-product,0.009862656082237582,-0.5910364060450141,0.3644388796502775,-0.1817558240754176,-0.5910364060450143,0.0030255630915864266,-0.4343012365639517,0.608057511776321,0.36443887965027766,-0.4343012365639517,0.08391895037065324,-0.6288915094793194,-0.18175582407541768,0.608057511776321,-0.6288915094793195,0.02665708617682073
misspecification-robust,0.010218120427637417,-0.49419738712752437,0.0754736898541197,0.14639562654879315,-0.4941973871275244,0.002384645455629258,-0.23998620867076448,0.41908590104418536,0.07547368985411938,-0.23998620867076403,0.08369983203704262,-0.587888380318609,0.14639562654879398,0.4190859010441846,-0.5878883803186089,0.025327002544620243
autocorrelation-robust,0.009954968214230496,-0.4832999147145878,0.16425000093258185,0.07916092680216516,-0.48329991471458733,0.002370667821918126,-0.31667883467715574,0.49079166861829077,0.16425000093258144,-0.31667883467715563,0.08144345040514397,-0.5858764349797895,0.07916092680216597,0.49079166861829066,-0.5858764349797895,0.024887952597185885
sample-hessian,0.010852660917438346,-0.45649730000786176,0.1813273463566223,0.09283370755604677,-0.4564973000078618,0.0026089744093343087,-0.37786454726594976,0.5563740420296388,0.18132734635662243,-0.37786454726594976,0.0849488239588242,-0.6073726919551701,0.09283370755604668,0.5563740420296388,-0.6073726919551701,0.026938108843216513
outer-product,0.011020397425413669,-0.538166911711448,0.3257315177418239,-0.046261239596695015,-0.5381669117114479,0.0026567354300102977,-0.4227293277900438,0.5885753503130503,0.32573151774182385,-0.4227293277900437,0.07829448222862817,-0.5736731775009539,-0.046261239596694995,0.5885753503130503,-0.573673177500954,0.025614027190167355
misspecification-robust,0.010818651232052213,-0.36500268568620875,0.03147236617363257,0.23377653125442183,-0.36500268568620875,0.0025759689543635015,-0.34388972091025133,0.5293873600546329,0.031472366173632894,-0.3438897209102513,0.09350590735960808,-0.6494206126849643,0.2337765312544216,0.5293873600546327,-0.6494206126849644,0.02879258089816364
autocorrelation-robust,0.010617675788475892,-0.38531382166800915,0.05512747389582475,0.2160737767254353,-0.3853138216680092,0.0026159041084712065,-0.35737312629264395,0.5190636744355718,0.055127473895825035,-0.3573731262926438,0.10331340888706818,-0.7028660623730647,0.21607377672543512,0.5190636744355718,-0.702866062373065,0.0290454109695559
sample-hessian,0.010285047894847622,-0.44057093288564675,0.15549648279435374,0.13776968342744705,-0.4405709328856469,0.0022982249961002116,-0.30652003653404947,0.46718140876985936,0.15549648279435374,-0.3065200365340494,0.08248250122701398,-0.5849168218125698,0.1377696834274473,0.4671814087698592,-0.5849168218125695,0.025323173894323463
outer-product,0.01023805118324973,-0.5223420632325974,0.2972053808112237,0.0065664432347968,-0.522342063232597,0.0017611350108171823,-0.3558776148101007,0.45461760052576483,0.2972053808112236,-0.3558776148101008,0.0767144451350158,-0.5548854440444612,0.006566443234796864,0.4546176005257647,-0.5548854440444612,0.023078976212116086
