estimator,"a,a","a,t0","a,beta_v","a,z","t0,a","t0,t0","t0,beta_v","t0,z","beta_v,a","beta_v,t0","beta_v,beta_v","beta_v,z","z,a","z,t0","z,beta_v","z,z"
sample-hessian,0.013145647256827757,-0.6093291525447642,0.3094613162563773,-0.03877953947640862,-0.6093291525447643,0.0031590187897210646,-0.25805714037146427,0.4939397191594494,0.30946131625637724,-0.2580571403714643,0.03879732304917578,-0.5514869016764494,-0.038779539476408505,0.4939397191594494,-0.5514869016764494,0.02609431015206008
outer-product,0.014115582459571894,-0.6966101149196713,0.38621853950308715,-0.13266479316420396,-0.6966101149196714,0.0035201725835730478,-0.2720767659176571,0.4093273558789747,0.3862185395030872,-0.27207676591765706,0.040999024047186486,-0.6003899546840011,-0.132664793164204,0.4093273558789747,-0.6003899546840015,0.024418437696629214
misspecification-robust,0.012428561582555087,-0.4979414890479489,0.21918865993757897,0.06131653031935487,-0.49794148904794905,0.002913731265340809,-0.24381393849058208,0.5848563142101081,0.2191886599375789,-0.24381393849058236,0.036889321574125104,-0.5107130501408329,0.061316530319355154,0.5848563142101079,-0.5107130501408328,0.028266358660956375
autocorrelation-robust,0.012328524874093102,-0.4374430117729854,0.07428231408400414,0.17518654304198344,-0.4374430117729857,0.00297247730449482,-0.16321523150503245,0.5418599684147634,0.07428231408400403,-0.16321523150503234,0.03657747402486845,-0.5315517976486908,0.17518654304198386,0.5418599684147631,-0.5315517976486908,0.02999188723521586
sample-hessian,0.011878227857558207,-0.5735530942287004,0.2947034148728576,-0.054081437914317215,-0.5735530942287004,0.0029250723191587293,-0.2922698548540283,0.5371117440230588,0.2947034148728575,-0.2922698548540283,0.03820592787850456,-0.5689177859004638,-0.05408143791431718,0.5371117440230588,-0.5689177859004637,0.026432265286770635
outer-product,0.011785424291786716,-0.5536552845415981,0.2236725828204451,-0.00707096959610389,-0.5536552845415982,0.003030886305315132,-0.25870925872273576,0.5262042993397568,0.22367258282044514,-0.25870925872273576,0.03980737220783139,-0.5858121059134681,-0.007070969596104164,0.526204299339757,-0.5858121059134682,0.027287054234404053
misspecification-robust,0.011999072309235475,-0.5945296263073353,0.3634836149591419,-0.10037417112277885,-0.5945296263073352,0.00282944008835896,-0.3279150198233972,0.5485308353875249,0.3634836149591414,-0.327915019823397,0.0368149701145862,-0.5537040153538523,-0.10037417112277874,0.548530835387525,-0.5537040153538524,0.025683594986119985
autocorrelation-robust,0.01257750790749797,-0.6720486114630516,0.4179229302762197,-0.22249752763781847,-0.6720486114630516,0.0030358546839390895,-0.48804291371065944,0.630976078559106,0.4179229302762197,-0.4880429137106594,0.03828520987807094,-0.6264590307087671,-0.22249752763781847,0.630976078559106,-0.6264590307087669,0.028650221006875833
sample-hessian,0.01266801191990348,-0.5568827798662144,0.2874352012621168,-0.013224382530241323,-0.5568827798662143,0.003054210495004409,-0.2955010348527048,0.543766298408927,0.2874352012621166,-0.29550103485270457,0.03843092417324332,-0.5637211821326069,-0.013224382530240802,0.5437662984089267,-0.5637211821326068,0.026944598783855835
outer-product,0.012193475184368257,-0.5543634149645642,0.32988129673847133,-0.07979572193160848,-0.5543634149645638,0.003274914989000613,-0.3539000840504496,0.6188798874709068,0.3298812967384714,-0.35390008405044965,0.037819861045081796,-0.5720630719538812,-0.07979572193160829,0.6188798874709067,-0.5720630719538811,0.02776227937618717
misspecification-robust,0.0131994036302316,-0.5666034090170234,0.2470676479079499,0.050784282355464117,-0.5666034090170231,0.00286084958929634,-0.23661383207805547,0.4592885171458235,0.24706764790794944,-0.23661383207805498,0.039209121367899884,-0.5602333798241934,0.05078428235546506,0.45928851714582264,-0.560233379824193,0.02635429869613127
autocorrelation-robust,0.013634905413493777,-0.5099436500151809,0.23310822172519785,0.13579276722805525,-0.5099436500151806,0.0029068441509681035,-0.24442462959712974,0.4897859409063514,0.23310822172519735,-0.2444246295971293,0.035513232200113425,-0.5403576123679326,0.13579276722805633,0.48978594090635064,-0.5403576123679322,0.0274249026084867
sample-hessian,0.012598462045397323,-0.5681544230220549,0.2852963731937188,0.0150643039865176,-0.5681544230220547,0.0029000580626171845,-0.2505299148919123,0.47519796822196575,0.285296373193719,-0.2505299148919123,0.03810426515350707,-0.5463754883505358,0.015064303986517476,0.47519796822196575,-0.546375488350536,0.025826047514567678
outer-product,0.012875616239818827,-0.6308654542694787,0.35673739666221504,-0.041695385751337743,-0.630865454269479,0.0028352721148020297,-0.270383553611835,0.41823581931895143,0.35673739666221516,-0.2703835536118351,0.03916777754384927,-0.5406025729885985,-0.041695385751337834,0.41823581931895143,-0.5406025729885985,0.0236676729185788
misspecification-robust,0.012376622378254034,-0.4972733316535636,0.2083052742385899,0.0721866888302865,-0.49727333165356336,0.00299639051858816,-0.24184327255151988,0.5342286855289924,0.2083052742385903,-0.2418432725515199,0.037271507040896136,-0.5583854071135161,0.07218668883028624,0.5342286855289924,-0.5583854071135165,0.028345706053821175
autocorrelation-robust,0.011541846635233347,-0.5230695073855179,0.19372882657704643,0.015747614056135204,-0.5230695073855174,0.002950159773656509,-0.1743260758453902,0.5094337148434913,0.19372882657704676,-0.17432607584539023,0.03987654736391167,-0.6090818222441561,0.01574761405613508,0.5094337148434913,-0.6090818222441562,0.027546779850253784
sample-hessian,0.013236988798580764,-0.5680752099408454,0.29536220884947884,0.01460317505151024,-0.5680752099408455,0.0029775536339396486,-0.27305277890859053,0.5106248436170613,0.2953622088494789,-0.2730527789085905,0.03994070655212677,-0.5509597405035453,0.014603175051510195,0.5106248436170613,-0.5509597405035455,0.026824506089136994
outer-product,0.013635494571974658,-0.6484149348950482,0.28572615821446123,-0.020586737009835574,-0.6484149348950482,0.0031519874108220953,-0.23673036827240124,0.4397377212881004,0.28572615821446123,-0.23673036827240126,0.03895758121417719,-0.5491237209418472,-0.020586737009835498,0.4397377212881004,-0.5491237209418472,0.024446063734388384
misspecification-robust,0.01296259755414416,-0.475598600271931,0.30071149262272445,0.054055202849278325,-0.4755986002719314,0.002854812842450193,-0.3133569655472291,0.5849107559202857,0.3007114926227245,-0.3133569655472287,0.04099809504562253,-0.5547898650807835,0.054055202849278325,0.5849107559202854,-0.5547898650807838,0.029474159506506507
autocorrelation-robust,0.01242099400998381,-0.512089370990012,0.2886246553116245,0.009076479375540323,-0.5120893709900125,0.0029355419698648302,-0.27661299481421686,0.5848401199200294,0.2886246553116247,-0.2766129948142167,0.04233717846864633,-0.5645732041502857,0.009076479375540411,0.5848401199200292,-0.5645732041502857,0.02984198237942666
sample-hessian,0.012776563289998887,-0.5743058779423903,0.30968026923891495,-0.04711451184431688,-0.5743058779423901,0.0031287474842892483,-0.3001115333119332,0.5475651805025433,0.309680269238915,-0.3001115333119332,0.038516633203376685,-0.5688094879416933,-0.04711451184431643,0.5475651805025431,-0.5688094879416933,0.027089648233141472
outer-product,0.012942258086567788,-0.5330489315046332,0.2949093624821495,-0.024932523856146346,-0.5330489315046332,0.003443500074002798,-0.2961815945336521,0.5992295190943056,0.2949093624821496,-0.29618159453365217,0.038880147134149556,-0.5586842132559586,-0.024932523856146194,0.5992295190943056,-0.5586842132559586,0.029740392608259454
misspecification-robust,0.012619190042983801,-0.6148814805337076,0.3235638280747222,-0.0717458795585432,-0.6148814805337076,0.0028612235956970654,-0.30804852837891444,0.49586504410413973,0.3235638280747224,-0.30804852837891444,0.03819303051525647,-0.5806484502207546,-0.07174587955854238,0.4958650441041392,-0.5806484502207543,0.024839135125048335
autocorrelation-robust,0.01254436455540709,-0.6333045230402938,0.30755210223693585,-0.11452529637947469,-0.6333045230402934,0.0027381528018013868,-0.2170535961389857,0.4560803085477163,0.30755210223693585,-0.2170535961389856,0.03781640242918654,-0.5992512297630508,-0.11452529637947385,0.45608030854771575,-0.5992512297630507,0.022958298747178172
sample-hessian,0.01260510565485222,-0.5958231778969179,0.3221476167573714,-0.08290437116245013,-0.5958231778969181,0.003149697498270815,-0.2821195228292671,0.533024840329452,0.3221476167573714,-0.282119522829267,0.03895311061584125,-0.5742819135741822,-0.0829043711624503,0.5330248403294521,-0.5742819135741823,0.02682441422725498
outer-product,0.012480076759341884,-0.5407151158182875,0.29315073267584224,-0.06312986355935317,-0.5407151158182879,0.003336898677366275,-0.30649454410702176,0.6082943641746775,0.29315073267584224,-0.3064945441070217,0.035974015862730524,-0.5773419499631565,-0.06312986355935306,0.6082943641746775,-0.5773419499631565,0.03003397887632595
misspecification-robust,0.012765909504221703,-0.6475955067579512,0.3529676448133564,-0.10886589248747638,-0.6475955067579515,0.0030140594204580476,-0.27484433969867805,0.4578352667667003,0.35296764481335635,-0.27484433969867783,0.0425283439637919,-0.5904279202884558,-0.10886589248747676,0.4578352667667007,-0.5904279202884563,0.024242496513290093
autocorrelation-robust,0.013551036539634766,-0.6583158095118018,0.3801479750993984,-0.028416966361246413,-0.6583158095118019,0.0029476267731531705,-0.3132596874126123,0.37755340275405574,0.3801479750993984,-0.31325968741261223,0.043319156202794806,-0.5809019189071112,-0.02841696636124664,0.37755340275405597,-0.5809019189071113,0.022185327477238996
sample-hessian,0.012273401236958583,-0.596330902311266,0.30223641731842527,-0.05239999808155313,-0.5963309023112661,0.0030070394314865036,-0.2589162085544171,0.4981560249913558,0.30223641731842515,-0.25891620855441694,0.03837618365229291,-0.559420568903266,-0.052399998081552816,0.4981560249913555,-0.5594205689032659,0.025926614397504728
outer-product,0.012286925025305595,-0.6095113281226248,0.32991802002511544,-0.09196317749675371,-0.6095113281226248,0.0031238173798591546,-0.23367036112895592,0.46356115018074057,0.3299180200251153,-0.2336703611289559,0.03851734925167268,-0.5781661900452042,-0.09196317749675348,0.46356115018074046,-0.5781661900452041,0.02568188019488502
misspecification-robust,0.012276621273053574,-0.5808197030283022,0.2714742794947299,-0.011270381249079227,-0.5808197030283023,0.00290287883949467,-0.2790679798825973,0.5289170465754507,0.2714742794947297,-0.2790679798825973,0.03833778139445521,-0.5419276109378978,-0.011270381249078453,0.5289170465754501,-0.5419276109378973,0.026228422088007863
autocorrelation-robust,0.01182597918818439,-0.607781841227862,0.30345544800207863,-0.09359052885542123,-0.6077818412278622,0.0028467553463238085,-0.3576973521683698,0.5798708420710121,0.3034554480020786,-0.3576973521683696,0.03690338997882931,-0.6035763553369273,-0.09359052885542074,0.5798708420710116,-0.6035763553369272,0.02701914709437909
sample-hessian,0.013214891907459557,-0.5130362953122192,0.2817362954543825,0.057631473198931665,-0.5130362953122192,0.0028732737563264186,-0.30133566571116355,0.5336468101879421,0.2817362954543824,-0.30133566571116377,0.03907931379305291,-0.5568517167912559,0.05763147319893192,0.5336468101879421,-0.5568517167912558,0.027457415723932326
outer-product,0.013400188313641523,-0.4943440102546557,0.2639165234077607,0.0804968300309926,-0.4943440102546554,0.0028167417201162186,-0.32630621262532694,0.571927419086002,0.26391652340776056,-0.3263062126253269,0.039811429770551195,-0.5555552900818878,0.08049683003099267,0.5719274190860019,-0.5555552900818878,0.028731787434960073
misspecification-robust,0.01304534528848636,-0.5299455912177551,0.2978422108773193,0.035408359831131754,-0.5299455912177552,0.0029472991693217155,-0.27405784162136987,0.49316245253457147,0.29784221087731927,-0.27405784162137004,0.03838300709007599,-0.5588511197179814,0.03540835983113242,0.49316245253457114,-0.5588511197179814,0.02625235883334361
autocorrelation-robust,0.013595046078328323,-0.552091852771522,0.35302285664297206,-0.010895392036648742,-0.552091852771522,0.0028836601158766647,-0.3923333342209743,0.5276062429487445,0.3530228566429721,-0.3923333342209747,0.03941237046058695,-0.5754941853447695,-0.010895392036648428,0.5276062429487447,-0.5754941853447696,0.02649978856849955
sample-hessian,0.012355516457526406,-0.5954792932193007,0.31076412911149637,-0.06531196130648818,-0.5954792932193004,0.0030233768889038853,-0.2802127492931866,0.5286474614322247,0.3107641291114965,-0.2802127492931866,0.03915627601149087,-0.5647584482059274,-0.06531196130648825,0.5286474614322247,-0.5647584482059274,0.02648928833868014
outer-product,0.012028928431830338,-0.5594789628534567,0.3045865112041957,-0.060435384085596566,-0.5594789628534564,0.0031607825309416535,-0.2782010794417484,0.5585447103155117,0.30458651120419566,-0.2782010794417484,0.03804107147305424,-0.5627559135404258,-0.06043538408559654,0.5585447103155117,-0.5627559135404258,0.027659128414475553
misspecification-robust,0.012691611050824511,-0.6318863724347947,0.31674199442778106,-0.07100844670820923,-0.6318863724347943,0.002905467668428379,-0.28410955571077146,0.49870532627565795,0.31674199442778117,-0.2841095557107713,0.04034628180658317,-0.568906761333184,-0.07100844670820936,0.49870532627565783,-0.5689067613331837,0.025425480342335344
autocorrelation-robust,0.012799978916118964,-0.6221816506467277,0.3228095194553333,-0.03796103087994154,-0.6221816506467273,0.002970842415604162,-0.3317532402740197,0.5120217452270851,0.3228095194553335,-0.33175324027401965,0.042582731938410154,-0.5549299607479612,-0.0379610308799418,0.5120217452270852,-0.5549299607479613,0.026028960338403982
sample-hessian,0.012745096522496127,-0.5851234523659986,0.3001553303442137,-0.026981846059928347,-0.5851234523659986,0.0030682180111631058,-0.255941309445459,0.49001100546789433,0.30015533034421354,-0.255941309445459,0.038469862401066285,-0.5608459260530633,-0.02698184605992818,0.49001100546789433,-0.5608459260530633,0.02636627575736304
outer-product,0.012851324564693997,-0.603698678255963,0.20302871471812683,0.0017509520308362227,-0.6036986782559629,0.0031750590128722437,-0.1713059856189184,0.44037151236000427,0.20302871471812678,-0.17130598561891838,0.03673759135503932,-0.5634222690624989,0.0017509520308363366,0.4403715123600042,-0.5634222690624989,0.025976236006084275
misspecification-robust,0.01274255538642899,-0.5712175081204732,0.3909633692079437,-0.05615537692896685,-0.5712175081204732,0.002983270982524687,-0.3358277594987076,0.5376871995167647,0.3909633692079434,-0.3358277594987076,0.04045283420163796,-0.5590329322426052,-0.05615537692896648,0.5376871995167649,-0.5590329322426051,0.026779786186512056
autocorrelation-robust,0.01320143212094509,-0.6248328351691637,0.4495452395652967,-0.06324840019874617,-0.6248328351691637,0.003079772549071645,-0.30742725068460325,0.4981508407861378,0.44954523956529646,-0.30742725068460325,0.03975103308789568,-0.5337464376559578,-0.06324840019874589,0.4981508407861377,-0.5337464376559574,0.026516670469374056
sample-hessian,0.012487596383710334,-0.5817217576152749,0.3135765421429437,-0.04783735648021813,-0.5817217576152747,0.0029540511584283174,-0.300909816133484,0.5412029278127574,0.31357654214294356,-0.30090981613348405,0.03931940884115162,-0.5647825706067469,-0.04783735648021774,0.5412029278127573,-0.5647825706067466,0.026896336342771148
outer-product,0.013141823179786696,-0.5793556632514462,0.3149638535379728,-0.03247811501431095,-0.5793556632514462,0.00324145244878798,-0.2959771962694532,0.5566992327807881,0.3149638535379726,-0.2959771962694531,0.03967263203616892,-0.5476737418172428,-0.03247811501431101,0.556699232780788,-0.5476737418172428,0.027993456115322883
misspecification-robust,0.011882913495269518,-0.5855087011621293,0.3131289783914571,-0.06686501427585184,-0.5855087011621286,0.0026952764422914755,-0.30780290428896107,0.5282373236209599,0.31312897839145676,-0.3078029042889614,0.03897982789443252,-0.5814394345479147,-0.06686501427585098,0.5282373236209599,-0.5814394345479144,0.025937986322364614
autocorrelation-robust,0.01229796117007698,-0.5945180469065633,0.29621855111822115,-0.009663835611757429,-0.5945180469065628,0.0027116283002824922,-0.2966985019775438,0.5280384997011153,0.2962185511182208,-0.29669850197754405,0.038828672434752076,-0.5642839987718768,-0.009663835611756653,0.528038499701115,-0.5642839987718765,0.025404702879122564
sample-hessian,0.013048832929469695,-0.6052452862402573,0.30964261943078913,-0.030446847663604792,-0.605245286240257,0.003090951985589425,-0.24607364354762792,0.47699972620531583,0.30964261943078913,-0.24607364354762803,0.03901133649426417,-0.5514763658445822,-0.030446847663604535,0.47699972620531567,-0.551476365844582,0.026029953227846663
outer-product,0.013559310651854804,-0.6678502713456919,0.33551398308929625,-0.06264683285400004,-0.6678502713456917,0.003284164136906489,-0.23589231187725396,0.40514501333553804,0.33551398308929625,-0.23589231187725399,0.038999604248778706,-0.5516056846161528,-0.06264683285399991,0.40514501333553793,-0.5516056846161527,0.023887765523134263
misspecification-robust,0.012635216986539324,-0.5331498848331263,0.28082002055153754,0.004855044952037567,-0.5331498848331258,0.0029531023858195564,-0.2633537992231552,0.5520361062254996,0.2808200205515376,-0.26335379922315527,0.039109947767453655,-0.5551339524851301,0.004855044952038112,0.5520361062254991,-0.5551339524851298,0.028425130215700815
autocorrelation-robust,0.012391236769886592,-0.546666485119975,0.27447809394291345,-0.02833089830729277,-0.5466664851199742,0.0029557509772475546,-0.26041619543365985,0.5560914531088604,0.27447809394291345,-0.26041619543366,0.041925475020579125,-0.5742218024135164,-0.0283308983072921,0.55609145310886,-0.5742218024135163,0.02854299751463619
sample-hessian,0.012803928464686256,-0.5768285142325048,0.302217542261564,-0.006104921842089161,-0.5768285142325048,0.003008039747000799,-0.23185192404239743,0.459596483841212,0.3022175422615641,-0.23185192404239735,0.03836298084637914,-0.5533246981111037,-0.006104921842089238,0.4595964838412119,-0.553324698111104,0.025998160735680637
outer-product,0.012367562436647998,-0.5630520069380393,0.3070452480581029,-0.03702529466994902,-0.5630520069380394,0.002738282458503047,-0.26264426560201976,0.4953639158509404,0.3070452480581028,-0.26264426560201953,0.04021447228787047,-0.5882076967974649,-0.0370252946699491,0.4953639158509403,-0.588207696797465,0.02650433487174888
misspecification-robust,0.013324131186233792,-0.5956870676146225,0.29883035568823635,0.02046552234840732,-0.5956870676146223,0.0033266853180706274,-0.2058773014156232,0.42946724910960127,0.29883035568823646,-0.20587730141562297,0.036613584238011684,-0.5164651337564327,0.020465522348407338,0.4294672491096012,-0.5164651337564333,0.025568093706359336
autocorrelation-robust,0.013855787716891105,-0.5919488651661299,0.36153657425439567,-0.027034122910270655,-0.5919488651661298,0.0033145499930429204,-0.23095275563134143,0.4408530781196325,0.36153657425439595,-0.2309527556313414,0.03728920558758879,-0.5307787369696847,-0.027034122910270776,0.44085307811963265,-0.530778736969685,0.025188183497471428
sample-hessian,0.012880720261906385,-0.6016938130659952,0.33487330967654305,-0.07736051434031699,-0.6016938130659952,0.0031687557013354646,-0.2984727005256937,0.5366570970603455,0.33487330967654316,-0.29847270052569386,0.038198385686513056,-0.5633033186436943,-0.07736051434031689,0.5366570970603455,-0.5633033186436942,0.026739302562649444
outer-product,0.014146265550303468,-0.5911939593676575,0.40672212013062714,-0.09351437974952673,-0.5911939593676576,0.0036099520399641098,-0.333478949334087,0.5860927308486729,0.40672212013062714,-0.3334789493340869,0.040597458007939395,-0.5584830760141444,-0.09351437974952673,0.5860927308486729,-0.5584830760141444,0.029698840895834352
misspecification-robust,0.01176507334655979,-0.611600557312305,0.2569493379481685,-0.06015000323019594,-0.611600557312305,0.0027852045842809087,-0.2604343676188745,0.4840115671785979,0.2569493379481686,-0.26043436761887506,0.03612692133897549,-0.5657832298184223,-0.06015000323019552,0.4840115671785978,-0.5657832298184219,0.024176987635320103
autocorrelation-robust,0.011566642131758125,-0.6014802034877303,0.1742439292325199,0.04114145333928822,-0.6014802034877308,0.0027746363437912715,-0.11369614778034444,0.3374329576298798,0.17424392923252024,-0.11369614778034486,0.03526333659436761,-0.5511586705313734,0.04114145333928836,0.33743295762987957,-0.5511586705313729,0.02306174033235968
sample-hessian,0.012900228892103063,-0.5669899891980134,0.3189232931711545,-0.03126907497569021,-0.5669899891980128,0.002972096854717884,-0.3000560853705202,0.5442392704466588,0.3189232931711543,-0.3000560853705206,0.04011575468858929,-0.566572029679607,-0.03126907497568977,0.5442392704466588,-0.5665720296796066,0.02735492246331748
outer-product,0.012850367609479689,-0.5248133443547901,0.329990012139627,-0.046567238232044665,-0.5248133443547898,0.0032134274899006214,-0.36496505226229303,0.6431399004040902,0.3299900121396269,-0.36496505226229303,0.0417457908015154,-0.5917543157679808,-0.046567238232044325,0.64313990040409,-0.5917543157679807,0.031193418764308752
misspecification-robust,0.012955493434068899,-0.6072790778724028,0.30686797889828726,-0.01463526777463781,-0.607279077872402,0.0027885195069517377,-0.23847487022312328,0.43068962171054914,0.30686797889828693,-0.23847487022312389,0.03874240198383766,-0.5459865872688723,-0.01463526777463695,0.43068962171054903,-0.5459865872688716,0.024132965354528274
autocorrelation-robust,0.011748600651251833,-0.617670750428057,0.3423514835153017,-0.038681787435314995,-0.6176707504280562,0.002775614346246639,-0.3142414525867784,0.4397842752915474,0.3423514835153013,-0.314241452586779,0.04101494277165087,-0.5657925242640068,-0.03868178743531411,0.4397842752915474,-0.5657925242640062,0.02376779525375656
sample-hessian,0.013123009047171801,-0.5411660667002557,0.2878722544715302,0.011705595566962365,-0.5411660667002556,0.0030007115262534645,-0.28002978773673376,0.5301808487784141,0.2878722544715302,-0.2800297877367334,0.04021154384949175,-0.5704504425298177,0.011705595566962568,0.5301808487784135,-0.5704504425298178,0.02744728840129303
outer-product,0.012755245095035781,-0.4991979679947234,0.23414041319554926,0.04808077078952334,-0.49919796799472377,0.002648342196244964,-0.3061314324958663,0.537378150928106,0.2341404131955493,-0.3061314324958662,0.0429996992090449,-0.6223598244415424,0.04808077078952341,0.537378150928106,-0.6223598244415424,0.028626834669736867
misspecification-robust,0.013615052555286177,-0.5853025703177689,0.34099410326651813,-0.03305942179230676,-0.5853025703177686,0.0034249839199831096,-0.2649688984299878,0.5370264854583076,0.34099410326651797,-0.2649688984299869,0.03775972222219329,-0.5162405221755406,-0.033059421792306386,0.5370264854583067,-0.5162405221755413,0.026546297183682788
autocorrelation-robust,0.013579195204098421,-0.6068913848692197,0.3679106073882328,-0.06647425813110326,-0.6068913848692196,0.003385010200241019,-0.26834808286307976,0.5370607034553299,0.36791060738823284,-0.2683480828630792,0.03969592508258946,-0.5204185487769188,-0.0664742581311028,0.5370607034553289,-0.5204185487769191,0.026956747699240915
sample-hessian,0.012371190918076402,-0.5641142157417725,0.30795574323341085,-0.012369276129832128,-0.5641142157417719,0.0028224160172876486,-0.27289046957477503,0.4983499521363558,0.3079557432334107,-0.2728904695747751,0.03861623023288977,-0.5556084044628139,-0.012369276129832022,0.4983499521363559,-0.5556084044628138,0.026342017256613028
outer-product,0.01263043169441684,-0.5456491434115108,0.2852213420973322,-0.0006824706641883122,-0.5456491434115108,0.002796491897572471,-0.30226995369452553,0.5514530341175176,0.28522134209733224,-0.30226995369452553,0.039768352716372204,-0.5748593635346225,-0.0006824706641880324,0.5514530341175174,-0.5748593635346225,0.028374387189265313
misspecification-robust,0.012139400758009233,-0.5814662195231005,0.3292176287808771,-0.022606343330587295,-0.5814662195230996,0.0028731707511117123,-0.24541797434025361,0.44238133137340796,0.3292176287808768,-0.24541797434025384,0.037556039587141016,-0.5369525263961676,-0.022606343330587128,0.4423813313734081,-0.5369525263961673,0.02446578875157096
autocorrelation-robust,0.012549438809988706,-0.5906293543669743,0.44135016323110493,-0.09126164973715217,-0.5906293543669733,0.0030403008040107366,-0.36442246100295644,0.4734724718048651,0.44135016323110454,-0.36442246100295655,0.03530658284835318,-0.5671633386775707,-0.09126164973715217,0.4734724718048652,-0.5671633386775704,0.024662106206850994
sample-hessian,0.013129668407938904,-0.5689430039540058,0.3102688305092866,0.003356863756531538,-0.568943003954006,0.002984759509335856,-0.28416056289640074,0.5082642252181075,0.3102688305092863,-0.2841605628964002,0.03845349891435233,-0.5482349044676637,0.003356863756531683,0.5082642252181072,-0.5482349044676639,0.02661903437904137
outer-product,0.014214660038714633,-0.6123493980874651,0.34118770889653033,-0.016300665767892353,-0.6123493980874649,0.0031581872480568665,-0.29739922092576004,0.5069158365224941,0.3411877088965304,-0.29739922092576004,0.03613276336430826,-0.5233852147641317,-0.016300665767892422,0.5069158365224941,-0.5233852147641317,0.02635707510406677
misspecification-robust,0.012139977250197415,-0.5228700752768962,0.2852552258124338,0.020217816020305326,-0.5228700752768969,0.002830517733201759,-0.27846554146311653,0.5115943412069296,0.28525522581243307,-0.2784655414631154,0.04105359979589836,-0.5747682426541236,0.020217816020305666,0.5115943412069287,-0.5747682426541239,0.026969501721911045
autocorrelation-robust,0.01275492628598826,-0.571331173703393,0.33965739376005694,-0.03171267321738681,-0.5713311737033935,0.0030249694370381715,-0.2952368708821998,0.5208857168725355,0.3396573937600563,-0.29523687088219885,0.041570977474480034,-0.6045462533856045,-0.031712673217386626,0.5208857168725347,-0.6045462533856049,0.027325561575778694
sample-hessian,0.013612659138528275,-0.5962220037410186,0.3332516968519527,-0.06748354339394597,-0.5962220037410182,0.0033124174065541604,-0.28734191753152233,0.5398996099428316,0.33325169685195244,-0.2873419175315224,0.03987809149072891,-0.5727165032593091,-0.0674835433939454,0.5398996099428315,-0.5727165032593089,0.027510614589319606
outer-product,0.013614357319120755,-0.5563689247683684,0.29767091667880036,-0.027392766711325376,-0.5563689247683683,0.003618371155103844,-0.28580361141122423,0.5954717258384792,0.2976709166788003,-0.2858036114112241,0.0383862829151963,-0.5432302724830562,-0.027392766711325626,0.5954717258384793,-0.5432302724830563,0.02967964880944441
misspecification-robust,0.01363997992867068,-0.6356250120541178,0.3689295235357273,-0.11473926924409368,-0.6356250120541168,0.003054305293297437,-0.2962057944956612,0.48651796468432856,0.36892952353572683,-0.2962057944956613,0.041502397937175695,-0.6079085829763277,-0.11473926924409242,0.4865179646843285,-0.6079085829763273,0.025833104648190518
autocorrelation-robust,0.014709959144945151,-0.6581201441169635,0.40306205075587626,-0.16310878058259476,-0.6581201441169626,0.0031488913628516745,-0.3813209663923972,0.5696373746467167,0.4030620507558757,-0.3813209663923972,0.03783305246041599,-0.6045873384041068,-0.16310878058259354,0.5696373746467163,-0.6045873384041065,0.026080241016490924
sample-hessian,0.012770544964825548,-0.5779865201727156,0.30318740972882685,-0.04715162701652982,-0.5779865201727151,0.0030757893033803935,-0.28878931690909454,0.5486007078869056,0.3031874097288271,-0.28878931690909476,0.040302485028974315,-0.5722989243799923,-0.04715162701652983,0.5486007078869058,-0.5722989243799924,0.027221611006683154
outer-product,0.011527401842790117,-0.5185837182420769,0.3132401023898406,-0.05868123848136996,-0.5185837182420769,0.003005827539072853,-0.2514316952420597,0.5432825322087588,0.31324010238984074,-0.2514316952420597,0.04045331640787824,-0.5862345959928822,-0.058681238481370045,0.5432825322087589,-0.5862345959928822,0.02751088133181051
misspecification-robust,0.014164513593126874,-0.6335512386966559,0.29689620115510085,-0.03737457143668903,-0.6335512386966552,0.003173504456776666,-0.32091653427648964,0.5461972210492215,0.2968962011551015,-0.32091653427649003,0.04026921180796674,-0.5587752319422742,-0.03737457143668905,0.5461972210492217,-0.5587752319422745,0.026957057685209035
autocorrelation-robust,0.015032116223132838,-0.6617661365818326,0.33259231213547796,-0.09384004229141107,-0.661766136581832,0.00336209828138468,-0.36466108493200683,0.5315431719777003,0.33259231213547863,-0.36466108493200744,0.03964549153100763,-0.5688281675551712,-0.09384004229141099,0.5315431719777005,-0.568828167555171,0.02617439760749495
sample-hessian,0.013044782484854033,-0.6101570256679055,0.3348324525660317,-0.10652237468701689,-0.6101570256679058,0.003353486666947237,-0.3053174166462245,0.5600434204301408,0.334832452566032,-0.30531741664622464,0.03874020319836828,-0.5775350233224105,-0.10652237468701688,0.5600434204301409,-0.5775350233224106,0.027309132613330137
outer-product,0.013345295427350969,-0.561652054074032,0.2824180681054828,-0.06586834982513512,-0.5616520540740316,0.003913125236253392,-0.29719866535908823,0.6143328130969147,0.28241806810548276,-0.2971986653590881,0.0388616769290642,-0.5844328344649456,-0.06586834982513509,0.6143328130969147,-0.5844328344649456,0.03121397929929273
misspecification-robust,0.012795926798579922,-0.6628129019873469,0.3842993284253363,-0.15771161646777204,-0.662812901987347,0.002913633985568336,-0.32754439296956633,0.5116954543936575,0.3842993284253366,-0.32754439296956656,0.038820744431558175,-0.5763204834524439,-0.15771161646777193,0.5116954543936576,-0.5763204834524444,0.024225780287251024
