estimator,"a,a","a,t0","a,beta_v","a,z","t0,a","t0,t0","t0,beta_v","t0,z","beta_v,a","beta_v,t0","beta_v,beta_v","beta_v,z","z,a","z,t0","z,beta_v","z,z"
outer-product,0.012868697819227191,-0.5200205525405811,0.21171302686130655,-0.03470627810921845,-0.5200205525405811,0.0038175601829467964,-0.3187614471428771,0.6542009922920256,0.21171302686130666,-0.31876144714287696,0.03950373862988496,-0.6124859460671891,-0.03470627810921834,0.6542009922920256,-0.6124859460671891,0.032764038423449264
misspecification-robust,0.013327742266958285,-0.6339821696244001,0.4102110625563232,-0.10522925174093482,-0.6339821696243995,0.002787197001760924,-0.3514261990256081,0.5091629243033743,0.41021106255632356,-0.3514261990256084,0.04132845570972115,-0.5698354328463685,-0.10522925174093412,0.5091629243033738,-0.5698354328463686,0.02481146859131619
autocorrelation-robust,0.015368802497332674,-0.6937625982273345,0.49175537547857495,-0.17978172701152564,-0.6937625982273337,0.0028803963457616835,-0.43981404614845365,0.47516353331578504,0.4917553754785749,-0.4398140461484539,0.04442396440247318,-0.6380794004733626,-0.17978172701152495,0.475163533315785,-0.6380794004733625,0.02437970475399253
sample-hessian,0.013154283740845214,-0.5606717478141433,0.3004001829073726,0.0174248074207034,-0.5606717478141436,0.0029621046814348314,-0.26814154761178666,0.49761845287160283,0.3004001829073729,-0.2681415476117868,0.039070435310469845,-0.550751050467336,0.01742480742070287,0.4976184528716033,-0.5507510504673363,0.026664208086180065
outer-product,0.013200205888254754,-0.5724941403403665,0.3117314187303193,0.0004970042221957142,-0.5724941403403665,0.002831416429407196,-0.2626230657503699,0.4821205752102108,0.31173141873031934,-0.26262306575036987,0.04255829699810762,-0.5714551861181546,0.000497004222195657,0.4821205752102108,-0.5714551861181546,0.026467101006789926
misspecification-robust,0.0131221152430236,-0.5502952714277911,0.29134278770095007,0.030403584175956722,-0.5502952714277919,0.003103092870836915,-0.27796465432366074,0.5141560041772084,0.2913427877009508,-0.27796465432366113,0.03591430378695575,-0.5347923075625906,0.030403584175955657,0.514156004177209,-0.5347923075625909,0.026981428688156214
autocorrelation-robust,0.01277913242287812,-0.613004124014388,0.35940209071982443,-0.10036181324917882,-0.6130041240143885,0.003135549690435688,-0.3645680903232098,0.5530355615221431,0.3594020907198251,-0.36456809032321014,0.03571970193757911,-0.599466132622309,-0.1003618132491798,0.5530355615221438,-0.5994661326223096,0.026541336996546924
sample-hessian,0.01286365930793952,-0.5479927468307186,0.27277602393343925,0.05733945928273427,-0.5479927468307185,0.0028276496973946882,-0.24769235567242073,0.4656602182314857,0.2727760239334391,-0.2476923556724205,0.038325280979531494,-0.5417130280878416,0.05733945928273434,0.4656602182314855,-0.5417130280878416,0.02592398033321171
outer-product,0.014037675960853434,-0.6594775160734229,0.3222776995708891,0.06233031012241133,-0.6594775160734226,0.002586594091479838,-0.2253745865463385,0.266996774147022,0.3222776995708891,-0.2253745865463385,0.039240601819041,-0.5288752419560678,0.06233031012241137,0.26699677414702194,-0.5288752419560679,0.02252714855607133
misspecification-robust,0.011796494186513152,-0.4322074013128096,0.22092410403117999,0.053705716660197605,-0.432207401312809,0.0032364223116124304,-0.3006820819800453,0.6378421624104038,0.2209241040311797,-0.300682081980045,0.03788595814346875,-0.56736897358625,0.05370571666019771,0.6378421624104036,-0.5673689735862502,0.03069059392915213
autocorrelation-robust,0.010866575062705853,-0.45764032467960003,0.14321002248608636,0.0339190393631639,-0.4576403246795999,0.0032196435129842843,-0.2148270743727894,0.6378000662203053,0.14321002248608608,-0.21482707437278895,0.03998515976015081,-0.5917077955852772,0.03391903936316404,0.6378000662203049,-0.5917077955852773,0.03130289589696964
sample-hessian,0.012781504075115848,-0.604593320054954,0.3255747391591367,-0.09034771748253452,-0.6045933200549538,0.003172203799615713,-0.2842176380390593,0.5423112638932067,0.32557473915913643,-0.2842176380390592,0.04024353665977998,-0.5774055869235504,-0.09034771748253438,0.5423112638932065,-0.5774055869235503,0.027258139113882338
outer-product,0.012407919761972612,-0.5667658906322545,0.29746917868837974,-0.11363400108328472,-0.5667658906322545,0.0035323748571744387,-0.29981030515610446,0.6104069741020436,0.29746917868837985,-0.2998103051561046,0.03908928214669164,-0.6147250306166044,-0.11363400108328453,0.6104069741020436,-0.6147250306166044,0.0307825866935361
misspecification-robust,0.013203009180610842,-0.6500422269737816,0.3580333770044757,-0.07395249736922542,-0.6500422269737813,0.002887655536634855,-0.2852919844383476,0.4694905561405631,0.3580333770044752,-0.2852919844383473,0.04192555969781512,-0.5475912029119306,-0.07395249736922502,0.4694905561405623,-0.5475912029119304,0.024261979958419
autocorrelation-robust,0.01359355574150728,-0.6852034233159803,0.3885547701895425,-0.15075810179708363,-0.6852034233159803,0.002920175074485485,-0.3430646627023102,0.5147795076920163,0.38855477018954204,-0.3430646627023099,0.04482652574872432,-0.6027332317124526,-0.1507581017970837,0.5147795076920161,-0.6027332317124527,0.024540255571090023
sample-hessian,0.012844670069247792,-0.5141700718043538,0.2721852217925219,0.032085429915709396,-0.5141700718043537,0.002973901909802166,-0.3070695162662417,0.5493332078736148,0.2721852217925222,-0.3070695162662419,0.03823523892740619,-0.5683675972707141,0.0320854299157092,0.549333207873615,-0.568367597270714,0.02743751180438734
outer-product,0.013188961116866516,-0.4784075978657402,0.21126037064078718,0.05691880723418526,-0.47840759786574044,0.0031869986223743854,-0.360598720094789,0.6357977582731502,0.21126037064078731,-0.36059872009478905,0.03871894441341364,-0.5883551018797929,0.056918807234185076,0.6357977582731503,-0.5883551018797929,0.030876132342715225
misspecification-robust,0.01253956098025276,-0.5426678472524699,0.3292847492351015,0.005837857772983436,-0.5426678472524699,0.0028082149444331747,-0.2549736570177999,0.4474851379509012,0.3292847492351021,-0.2549736570178002,0.03806175010579605,-0.5575811083835304,0.005837857772982865,0.4474851379509018,-0.5575811083835304,0.024570352399700887
autocorrelation-robust,0.011392644081942512,-0.547685832396965,0.3220363309116585,-0.015353886441365677,-0.5476858323969648,0.002648334561993341,-0.2541001123951936,0.4661734970518913,0.322036330911659,-0.2541001123951939,0.03762641428973908,-0.5430450024895689,-0.015353886441365821,0.4661734970518913,-0.5430450024895689,0.023214900395612418
sample-hessian,0.013621683797963911,-0.5160459376874875,0.27411948545759374,0.04989270857826421,-0.5160459376874876,0.003088096563397147,-0.3110707325970745,0.5550693174406145,0.2741194854575937,-0.3110707325970747,0.03922174058814016,-0.5658288162644131,0.049892708578263854,0.5550693174406149,-0.5658288162644128,0.028048182737175804
outer-product,0.013891291188008843,-0.5263786166041998,0.2444763983020259,0.01716234484611141,-0.5263786166042,0.0033860343757932164,-0.32798914277866836,0.607559631711315,0.24447639830202603,-0.32798914277866864,0.03982599914355236,-0.5865728097046112,0.01716234484611128,0.6075596317113151,-0.586572809704611,0.029922290891824965
misspecification-robust,0.013394847451654255,-0.5083969842708802,0.3062439884441573,0.07870040444666707,-0.5083969842708808,0.002821521575713837,-0.2971172909283341,0.4976476183306402,0.3062439884441572,-0.2971172909283344,0.03872563742092314,-0.5453756242897251,0.07870040444666634,0.4976476183306409,-0.5453756242897247,0.026399481015946722
autocorrelation-robust,0.013271477571664912,-0.5278169395304956,0.26170712244006666,0.14146791034580652,-0.5278169395304956,0.0028616309769946323,-0.3049561522886678,0.42971265325080205,0.2617071224400665,-0.3049561522886679,0.038447069835394594,-0.5639032527714448,0.14146791034580564,0.42971265325080277,-0.5639032527714446,0.026040980096538165
sample-hessian,0.013395046209111144,-0.5574435350560288,0.2981032185307979,-0.005742471974388013,-0.5574435350560291,0.0031476409512870753,-0.29943034132437646,0.5485223638462572,0.29810321853079796,-0.29943034132437646,0.03957703775332422,-0.5667521776494532,-0.0057424719743881525,0.5485223638462575,-0.5667521776494533,0.027631794641635316
outer-product,0.01361246985114271,-0.5810884627759845,0.32755942042559705,-0.06422986268042936,-0.5810884627759846,0.003418517067553026,-0.34147085138915106,0.5931643185669253,0.32755942042559705,-0.34147085138915106,0.038013713078075675,-0.5757820033996989,-0.06422986268042945,0.5931643185669253,-0.575782003399699,0.028320497576310957
misspecification-robust,0.013218079140378047,-0.535493733294218,0.2727628182506303,0.048823217365448354,-0.5354937332942185,0.002898791605136013,-0.2608355373759902,0.5022709239921723,0.27276281825063026,-0.26083553737598997,0.04135309670740466,-0.5624005881290498,0.04882321736544802,0.5022709239921732,-0.5624005881290502,0.027096992374522278
autocorrelation-robust,0.013706522133572718,-0.6073410867545282,0.33862631162991436,-0.07952290505191631,-0.6073410867545289,0.003077643304172915,-0.3100389625479733,0.5167874271315521,0.33862631162991463,-0.3100389625479733,0.041936375813126814,-0.6141814718417744,-0.07952290505191685,0.5167874271315528,-0.6141814718417745,0.026863986727087452
sample-hessian,0.012428445338953724,-0.6107359664304765,0.3071623781022263,-0.0559721259833642,-0.6107359664304766,0.002999063415151467,-0.23088326499085152,0.467513474772833,0.3071623781022268,-0.23088326499085185,0.039523773495316085,-0.5611698907910838,-0.05597212598336435,0.46751347477283317,-0.5611698907910837,0.025826827111561066
outer-product,0.012096871995605161,-0.6283458482601016,0.23995064475891983,-0.046410362523566166,-0.6283458482601016,0.0031437449399477823,-0.1528533585372194,0.4065622025685035,0.2399506447589199,-0.1528533585372195,0.03935055744083262,-0.5682867534479615,-0.04641036252356627,0.40656220256850367,-0.5682867534479614,0.024935193888563165
misspecification-robust,0.01283565776721613,-0.5971051555841422,0.36839587133626484,-0.0617318354011113,-0.597105155584142,0.002886178808065519,-0.306556817675604,0.5245580046853568,0.36839587133626567,-0.3065568176756046,0.0398277555314623,-0.5541971160233228,-0.06173183540111146,0.5245580046853573,-0.5541971160233227,0.0267691382500605
autocorrelation-robust,0.013473993888385055,-0.5318208996886643,0.34992921175795916,0.028471683344318308,-0.5318208996886643,0.0029152686518726157,-0.31281055530086904,0.5386987238292023,0.34992921175796016,-0.3128105553008696,0.039794318841193214,-0.5382428019091736,0.02847168334431816,0.5386987238292024,-0.5382428019091735,0.029472325817686225
sample-hessian,0.01248804034432943,-0.5949061037775355,0.3141910129825097,-0.04656777466581878,-0.5949061037775358,0.002952067824419339,-0.29270407130880066,0.5278745840246283,0.3141910129825099,-0.29270407130880083,0.0388094302322471,-0.5531877222340258,-0.04656777466581919,0.5278745840246286,-0.5531877222340259,0.026309414004884422
outer-product,0.013585472397282803,-0.6445919889717268,0.39752828905363286,-0.08672014951587027,-0.6445919889717264,0.00333765433695955,-0.30723915576374783,0.49808830636442025,0.39752828905363286,-0.30723915576374794,0.038198715550262795,-0.5288583535132517,-0.08672014951587018,0.49808830636442025,-0.5288583535132516,0.025517507580884103
misspecification-robust,0.011570452526263002,-0.5412707065810983,0.22595333778483004,-0.006729137301288188,-0.5412707065810989,0.0026382583361129774,-0.2847855688361046,0.5647049025627919,0.22595333778483048,-0.2847855688361052,0.039740384666207565,-0.578275578852589,-0.006729137301288843,0.5647049025627929,-0.5782755788525891,0.02718049561499887
autocorrelation-robust,0.01244779011723849,-0.5631163173026977,0.24017193007835044,0.035406484371160465,-0.5631163173026985,0.002627050653952042,-0.34759721506385477,0.5429787763671496,0.24017193007835086,-0.3475972150638551,0.039141451092103985,-0.5764492527930245,0.03540648437115968,0.5429787763671504,-0.5764492527930248,0.02620694046260431
sample-hessian,0.012775185346752652,-0.524872352193288,0.29271286526775653,0.04608473957526247,-0.5248723521932882,0.0027902028828533753,-0.27866652347246446,0.4966447956018476,0.2927128652677564,-0.2786665234724645,0.03775196587066091,-0.5477462560943726,0.04608473957526235,0.496644795601848,-0.5477462560943724,0.026548189024345883
outer-product,0.013675066125122586,-0.4911606474402485,0.28892865908394016,0.1312352927121788,-0.49116064744024873,0.0024757144423549343,-0.3300971283368477,0.5286872368797053,0.2889286590839402,-0.3300971283368476,0.03698631075435792,-0.5132908583558571,0.1312352927121789,0.5286872368797053,-0.5132908583558571,0.027846800439596767
misspecification-robust,0.012103256133657885,-0.5701112540347072,0.29218981970904734,-0.04263925172682569,-0.5701112540347079,0.0032119148965600026,-0.22485704628490835,0.46514275742970823,0.2921898197090471,-0.2248570462849084,0.03854754454694457,-0.5795745532613009,-0.04263925172682599,0.4651427574297089,-0.5795745532613007,0.025454649886131896
autocorrelation-robust,0.011852641830885854,-0.6043454876461755,0.31210306046302666,-0.06218483060861467,-0.604345487646176,0.0031584986186664896,-0.24030616869951146,0.4478377992214074,0.31210306046302627,-0.24030616869951155,0.03890070255415281,-0.610836103962249,-0.06218483060861486,0.447837799221408,-0.6108361039622487,0.02643958732484316
sample-hessian,0.0127086124440107,-0.579322208493588,0.3120270566285697,-0.056084158048129495,-0.579322208493588,0.0030951329892607636,-0.2943953852686163,0.5468757134795511,0.3120270566285694,-0.29439538526861597,0.039322657508205884,-0.5716165676233217,-0.05608415804812915,0.5468757134795507,-0.5716165676233217,0.027085400138193994
outer-product,0.01234334931338622,-0.5498743476896046,0.2962576608803234,-0.07199361061392201,-0.5498743476896047,0.00323487595814793,-0.3363743039078324,0.598153403308828,0.29625766088032335,-0.3363743039078324,0.04318925680003363,-0.6302517482356025,-0.0719936106139221,0.598153403308828,-0.6302517482356025,0.029673550935514582
misspecification-robust,0.013088513820032262,-0.6097607281287329,0.33215629052014695,-0.041585278777151596,-0.6097607281287328,0.0029815029627782087,-0.25855185601275277,0.4934886818869741,0.3321562905201465,-0.25855185601275193,0.03595708302159165,-0.5073040555683911,-0.04158527877715119,0.49348868188697337,-0.5073040555683914,0.024855679523699246
autocorrelation-robust,0.012397843026611066,-0.5820289043368413,0.3301279710686773,-0.027902954092700143,-0.582028904336841,0.0028369660646631327,-0.26195674531054325,0.49576913029942377,0.3301279710686765,-0.2619567453105427,0.034555506536423454,-0.47592515677548847,-0.02790295409269951,0.4957691302994232,-0.47592515677548874,0.024596394154240815
sample-hessian,0.012172438362317692,-0.5800436127786025,0.3001913432218144,-0.043080236828541195,-0.5800436127786022,0.002945796587245052,-0.27376071711689015,0.5133187733711827,0.30019134322181446,-0.27376071711689026,0.03851870501108576,-0.563539489274712,-0.043080236828541126,0.5133187733711827,-0.5635394892747119,0.02634591444298371
outer-product,0.012367040698435035,-0.5994536832275505,0.3427789143615602,-0.1077207914482873,-0.5994536832275504,0.0031797557059922883,-0.32172502884025683,0.565638411730266,0.34277891436156044,-0.3217250288402569,0.03825610768068566,-0.5825674016757646,-0.10772079144828745,0.565638411730266,-0.5825674016757648,0.02746894739103501
misspecification-robust,0.012014052028332946,-0.562750857375552,0.2593885245889749,0.020204219123917056,-0.5627508573755513,0.002731581044249654,-0.22652049977967265,0.45723689090152647,0.2593885245889752,-0.22652049977967284,0.03891800979532269,-0.5472604820756048,0.020204219123917077,0.45723689090152647,-0.5472604820756046,0.025364478136489624
autocorrelation-robust,0.011893859680952443,-0.5106427744103621,0.1827833903195201,0.09049069727866112,-0.5106427744103614,0.0025075580974245914,-0.1469155385809323,0.40041271071198087,0.18278339031952034,-0.1469155385809327,0.04284426530221261,-0.5204847946547994,0.09049069727866113,0.400412710711981,-0.5204847946547991,0.02438382945418122
sample-hessian,0.013022821465815636,-0.5792106660591494,0.31061001092572654,-0.03308362415407095,-0.57921066605915,0.0031081163967382106,-0.27318360938363057,0.5150516297957707,0.31061001092572615,-0.27318360938363034,0.038888430485457384,-0.5635095089797318,-0.033083624154070845,0.5150516297957706,-0.5635095089797317,0.02670750288290015
outer-product,0.013631949988877963,-0.5867240607405313,0.3724557600725272,-0.07061714908355328,-0.5867240607405312,0.0031669354430043234,-0.35705292153686025,0.5712785279310583,0.372455760072527,-0.3570529215368602,0.041013299915911954,-0.5808706059755209,-0.0706171490835532,0.5712785279310583,-0.5808706059755208,0.028188098361251107
misspecification-robust,0.012475684875162865,-0.5746193614343583,0.2442666827955841,0.005090132329195437,-0.5746193614343597,0.003071774258892158,-0.18481935670163324,0.4545042834873465,0.2442666827955834,-0.18481935670163274,0.03700312875580244,-0.5468246871160577,0.005090132329195653,0.454504283487346,-0.5468246871160574,0.025336071914565793
autocorrelation-robust,0.012268815865206503,-0.6111489876998315,0.23498053510474767,-0.03358374272315785,-0.6111489876998331,0.0029984612730202106,-0.17294622070343607,0.4358756130863759,0.234980535104747,-0.17294622070343543,0.03654277252804363,-0.5723929009683277,-0.03358374272315756,0.4358756130863754,-0.5723929009683275,0.024838256819478127
sample-hessian,0.012357804030225437,-0.5506960009276506,0.2808524931190268,0.008174198442225004,-0.5506960009276506,0.0028986005808882965,-0.28854125336702535,0.5218937482099931,0.2808524931190269,-0.2885412533670253,0.03738191151722101,-0.5507672864900525,0.008174198442224652,0.5218937482099932,-0.5507672864900527,0.02619959925160086
outer-product,0.013180470428989578,-0.6030401117838917,0.39781218129519214,-0.0694652319278788,-0.6030401117838917,0.0030702950473549093,-0.34977984451377164,0.543177344753428,0.39781218129519225,-0.3497798445137717,0.03637152160624447,-0.5244737661963336,-0.06946523192787887,0.5431773447534283,-0.5244737661963335,0.02548099482020458
misspecification-robust,0.011654568845541275,-0.4933842629482597,0.1578249937943849,0.08945249296287175,-0.4933842629482598,0.0027443813560070513,-0.2328356437733981,0.5018751292404597,0.15782499379438497,-0.23283564377339788,0.03887960036881072,-0.5816206345846476,0.08945249296287117,0.50187512924046,-0.5816206345846481,0.027086466455178346
autocorrelation-robust,0.011440804482035582,-0.5110743254463854,0.22493479842782918,0.0032462403179625643,-0.5110743254463855,0.002850540172552597,-0.22363804482012203,0.5208335035393148,0.22493479842782946,-0.22363804482012198,0.04005956819463238,-0.5999231728444725,0.003246240317961958,0.5208335035393149,-0.5999231728444728,0.026081539459080722
sample-hessian,0.013103056112287818,-0.5359233271221876,0.29175743830719625,0.03663697989289002,-0.5359233271221874,0.0028705480064599533,-0.2676961493366943,0.5017889374308884,0.29175743830719614,-0.2676961493366945,0.03982361111932701,-0.5581455678741805,0.036636979892890234,0.5017889374308884,-0.5581455678741803,0.027024083836422394
outer-product,0.013246870878849744,-0.522009721226888,0.2951343407313203,0.039477869600303236,-0.5220097212268884,0.002624123998656527,-0.32192429916334925,0.5483266435139036,0.2951343407313204,-0.3219242991633492,0.038273668631638925,-0.562488791556692,0.03947786960030292,0.5483266435139038,-0.5624887915566921,0.02812512335996359
misspecification-robust,0.013052555896111916,-0.5583534177315014,0.2877665838360424,0.026307392969685456,-0.5583534177315012,0.0031910854897876898,-0.21750409911395124,0.462880775380603,0.2877665838360424,-0.21750409911395202,0.0415295746297846,-0.5571572495134018,0.026307392969685567,0.4628807753806033,-0.5571572495134017,0.026044188674567193
autocorrelation-robust,0.013528301779564515,-0.6180506502850428,0.27328343692314294,0.03381698832573334,-0.6180506502850427,0.0031676460344614936,-0.2143289815413884,0.436815066698864,0.27328343692314266,-0.2143289815413889,0.03921269808755489,-0.5554549960733154,0.033816988325733766,0.436815066698864,-0.555454996073315,0.02382535796739356
sample-hessian,0.012184118205271785,-0.5722753354595127,0.2900468424645782,-0.021848656066045552,-0.5722753354595131,0.002905635950279724,-0.25257007393338343,0.4903014565302662,0.290046842464578,-0.2525700739333834,0.03847200677167796,-0.5595848368439607,-0.021848656066045597,0.49030145653026636,-0.5595848368439607,0.025962488918624536
outer-product,0.012066303063122357,-0.5633467351834465,0.2780002362367792,-0.004577762290456467,-0.5633467351834462,0.0026518233634714,-0.23781059073312266,0.45624741188744544,0.2780002362367791,-0.23781059073312255,0.03707112750937697,-0.5610369544579834,-0.004577762290456402,0.45624741188744533,-0.5610369544579834,0.025345135898700872
misspecification-robust,0.012345703638798054,-0.5851574274209678,0.30466133733401135,-0.046042117408937024,-0.5851574274209688,0.0031878890594687626,-0.26891277669365304,0.5261349508424716,0.3046613373340112,-0.26891277669365277,0.03997437188330232,-0.5596129898829101,-0.04604211740893724,0.5261349508424719,-0.5596129898829101,0.026706809355891988
autocorrelation-robust,0.012739092193446861,-0.5950262852593347,0.308237916654107,-0.09440119209939171,-0.5950262852593351,0.003155531261880264,-0.24459492352960702,0.5229205734521789,0.30823791665410655,-0.2445949235296068,0.04046283011606552,-0.5700022494142041,-0.09440119209939196,0.5229205734521792,-0.5700022494142043,0.024523113567103745
sample-hessian,0.013048797892951733,-0.6025881899372341,0.3052306001727289,-0.058079329800334284,-0.6025881899372342,0.0032582281655232767,-0.2681786956042701,0.5220507306917926,0.3052306001727292,-0.2681786956042701,0.03888587577249232,-0.5638197340857367,-0.0580793298003344,0.5220507306917925,-0.5638197340857368,0.02654806076821678
outer-product,0.012365820086189125,-0.6115556797419625,0.31059749622088684,-0.10930974214863615,-0.6115556797419623,0.0035236206782068855,-0.21002537247444447,0.4899101222686576,0.31059749622088684,-0.21002537247444453,0.039777485666649785,-0.5755195554124787,-0.10930974214863595,0.4899101222686575,-0.5755195554124786,0.0257083204674786
misspecification-robust,0.01385686001243139,-0.5999059584219638,0.29539424084583893,-0.007208332051160781,-0.5999059584219638,0.003059267136310646,-0.32061901555895933,0.548482884125364,0.2953942408458392,-0.3206190155589593,0.03805328894375321,-0.551835136563863,-0.0072083320511610325,0.5484828841253643,-0.5518351365638633,0.02746986340347767
autocorrelation-robust,0.013953886556402716,-0.6352089394153009,0.3370956449718013,-0.04501702660228483,-0.6352089394153014,0.0029771252177005704,-0.33562839489541546,0.5277395844777655,0.3370956449718021,-0.3356283948954157,0.03658614157943551,-0.5291588619400269,-0.045017026602285334,0.5277395844777655,-0.5291588619400271,0.025039714462792014
sample-hessian,0.013034025868645528,-0.5649730511699358,0.30037370994769336,-0.011682680953178638,-0.5649730511699358,0.003075759987143125,-0.27309438816233117,0.5094731736675115,0.30037370994769347,-0.27309438816233134,0.038460034983412335,-0.5633264785159642,-0.011682680953178912,0.5094731736675119,-0.5633264785159642,0.02671155098385798
outer-product,0.012984305655059824,-0.5568989987073373,0.20096950674501218,0.13705480590625782,-0.5568989987073372,0.002779062657035705,-0.1353911810878771,0.3533747024079218,0.20096950674501204,-0.135391181087877,0.03555798063690659,-0.49863337843937094,0.13705480590625782,0.3533747024079218,-0.498633378439371,0.024453755737840387
misspecification-robust,0.013252396719827728,-0.5873985473513678,0.4017348115585352,-0.16206704408126454,-0.5873985473513678,0.003454273048854315,-0.40120653359327246,0.6393871001771644,0.4017348115585355,-0.40120653359327263,0.042073888167461916,-0.6292865814061275,-0.16206704408126502,0.6393871001771649,-0.6292865814061275,0.029704275653610265
autocorrelation-robust,0.012789084141985634,-0.5932324897716132,0.4952267950441038,-0.25433921047205044,-0.5932324897716134,0.00349183550296883,-0.4921001481681871,0.7126542877167847,0.4952267950441039,-0.49210014816818726,0.04303366949232309,-0.6565220207019026,-0.254339210472051,0.7126542877167853,-0.6565220207019028,0.029542941487072698
sample-hessian,0.013811809373412542,-0.5958849512221118,0.32989836819031587,-0.027451276702127027,-0.5958849512221118,0.0031440754108648674,-0.274503551343828,0.5117520232615853,0.32989836819031587,-0.2745035513438281,0.04056123503531669,-0.5557961992723309,-0.02745127670212706,0.5117520232615852,-0.5557961992723308,0.027105905676010483
outer-product,0.014968305062761575,-0.6639711779603066,0.39988544164195583,-0.09304346579548836,-0.6639711779603066,0.0034604077163628492,-0.31161463311823234,0.4957428319297002,0.39988544164195583,-0.3116146331182323,0.04265217258889581,-0.5631646547657195,-0.0930434657954885,0.49574283192970026,-0.5631646547657195,0.026289811558222017
misspecification-robust,0.012848570835507639,-0.5191095894588431,0.25640100828848544,0.034490355632058343,-0.5191095894588427,0.002880613959569846,-0.2439053618562457,0.5372216510044562,0.2564010082884851,-0.2439053618562458,0.03875281366484447,-0.5536519005755705,0.03449035563205839,0.5372216510044558,-0.5536519005755703,0.02803609152578766
autocorrelation-robust,0.013799463583327771,-0.491308725819112,0.18678818273673067,0.1960214997486393,-0.49130872581911167,0.0030224862349323184,-0.10500491862073225,0.4299151187618749,0.18678818273673073,-0.10500491862073255,0.03706921141714845,-0.4957429288531374,0.19602149974863944,0.42991511876187455,-0.4957429288531371,0.026691109371894933
sample-hessian,0.013271695373411663,-0.5555169374691526,0.2871539218836997,0.017588259327736503,-0.5555169374691528,0.0030251254595280897,-0.2990859687130214,0.5397670116838266,0.28715392188369987,-0.29908596871302134,0.03954619648236216,-0.5567708418230962,0.017588259327736274,0.5397670116838267,-0.5567708418230964,0.027264369989411858
outer-product,0.01332738889671164,-0.606039562148095,0.3227912215172228,-0.050281542965446964,-0.6060395621480948,0.003210637857516186,-0.2335958468452068,0.46076172201421994,0.3227912215172228,-0.23359584684520682,0.041726788671261776,-0.5775995225347753,-0.05028154296544694,0.46076172201421994,-0.5775995225347752,0.025746783805444318
misspecification-robust,0.013300959798580089,-0.4940850369114735,0.23940986520002033,0.08889761609925982,-0.4940850369114739,0.0028930821154597173,-0.35746475476216044,0.609760437180098,0.2394098652000209,-0.35746475476216044,0.03766390657621804,-0.5447318456593735,0.08889761609925928,0.6097604371800985,-0.544731845659374,0.029078056163408066
autocorrelation-robust,0.01272210097976849,-0.32590903610313654,0.11825180344946448,0.2335807373488274,-0.32590903610313693,0.0029361254752489725,-0.4581967925385159,0.6757065066841641,0.11825180344946486,-0.4581967925385158,0.03820484570741327,-0.6236515452029004,0.23358073734882726,0.6757065066841642,-0.623651545202901,0.034889828492237276
sample-hessian,0.012305540099391214,-0.559609712930935,0.2875505619208753,0.018046084174641958,-0.5596097129309342,0.0027327203651124113,-0.28710925507645335,0.5120295949446192,0.28755056192087514,-0.28710925507645324,0.03867126683034281,-0.5421445859315859,0.01804608417464262,0.5120295949446184,-0.5421445859315857,0.02607645792312899
outer-product,0.013196382729806222,-0.6383757039617166,0.3196908789942612,0.010145404877109741,-0.6383757039617165,0.002864491951560743,-0.27070884041594373,0.42944764942933455,0.3196908789942612,-0.27070884041594373,0.038491310262863926,-0.508041565132837,0.010145404877109885,0.4294476494293345,-0.5080415651328369,0.023714801843784362
misspecification-robust,0.01153619049927106,-0.47147783311394376,0.25477687527553344,0.028822328875371367,-0.47147783311394187,0.0026526421924776915,-0.3165280530011378,0.5944184608249649,0.25477687527553294,-0.31652805300113757,0.03906993588061478,-0.5775718202476997,0.02882232887537278,0.5944184608249634,-0.5775718202476995,0.028685752096320127
autocorrelation-robust,0.011747849438384098,-0.540430769011234,0.30778059131847113,-0.08714337548314592,-0.5404307690112328,0.0027748653120200227,-0.368282144485921,0.6391466756108076,0.3077805913184706,-0.36828214448592067,0.03885041309100517,-0.6169863067382829,-0.08714337548314441,0.6391466756108063,-0.6169863067382826,0.028495214284289624
sample-hessian,0.012831401004646014,-0.5950310515005162,0.3251205391942156,-0.06783784071768827,-0.595031051500516,0.0031222205047747907,-0.2780927120109711,0.5225117875160233,0.32512053919421546,-0.27809271201097097,0.039079297965753754,-0.568171747611125,-0.06783784071768813,0.522511787516023,-0.568171747611125,0.02671444132735221
outer-product,0.013004747340906984,-0.570817579636286,0.28657490133104147,-0.015727827570050618,-0.5708175796362861,0.0032648023559624503,-0.2706874202403341,0.5420097082819428,0.2865749013310415,-0.270687420240334,0.03796986705684556,-0.5500195607770408,-0.015727827570050614,0.5420097082819427,-0.550019560777041,0.028156632510111683
misspecification-robust,0.012685666015394519,-0.617517017875643,0.36258219861320884,-0.1224462851897157,-0.617517017875643,0.0029916478729644287,-0.28835707000940575,0.504608699193647,0.3625821986132088,-0.28835707000940547,0.04025611898949978,-0.5895593602119282,-0.1224462851897157,0.5046086991936464,-0.5895593602119282,0.025473602474948027
autocorrelation-robust,0.012141254785183103,-0.5596297894536062,0.32330645253098006,-0.08495295840460045,-0.5596297894536055,0.0029003837352100017,-0.18144961387228228,0.4675875486579244,0.32330645253097967,-0.18144961387228184,0.039321791998667914,-0.5530447892756954,-0.08495295840460022,0.4675875486579236,-0.5530447892756957,0.023747229133152435
