estimator,"a,a","a,t0","a,v","a,z","t0,a","t0,t0","t0,v","t0,z","v,a","v,t0","v,v","v,z","z,a","z,t0","z,v","z,z"
misspecification-robust,0.017041928514523564,-0.5986392403336431,0.43039126820436163,-0.06864420446982974,-0.5986392403336434,0.004208552089637864,-0.5655976180933197,0.6886430389648633,0.43039126820436235,-0.5655976180933201,0.1006134629924668,-0.649369326407393,-0.06864420446983001,0.6886430389648633,-0.6493693264073938,0.036273535183211206
autocorrelation-robust,0.01679679012667453,-0.5793470638846497,0.4556027115530632,-0.09232045897188462,-0.5793470638846497,0.004270794329337062,-0.5977161131922821,0.7311432786575293,0.4556027115530636,-0.5977161131922827,0.09733864669106146,-0.6427399584596611,-0.09232045897188493,0.7311432786575293,-0.6427399584596611,0.03693652771955449
sample-hessian,0.018400795534191557,-0.5349839731665017,0.3617359460325144,0.0391891689726053,-0.5349839731665017,0.004687229420954423,-0.5462354194386149,0.6590112545365266,0.36173594603251435,-0.5462354194386148,0.10350279682335828,-0.6527299236987961,0.03918916897260545,0.6590112545365266,-0.6527299236987962,0.03662639198243995
outer-product,0.01862654128203321,-0.5762350742416608,0.3713676838410149,0.0069955833127235125,-0.5762350742416604,0.004888324589341474,-0.5305774658449486,0.6335198087206559,0.3713676838410143,-0.5305774658449484,0.1080994281581444,-0.6650144026499765,0.006995583312724128,0.6335198087206556,-0.665014402649976,0.035648082540434146
misspecification-robust,0.018235859102540598,-0.4924787928332776,0.35146293390056893,0.06930118653778186,-0.49247879283327745,0.004524673123973326,-0.5632737952612915,0.6862067112308531,0.3514629339005688,-0.5632737952612913,0.09927360169366639,-0.6437849759476044,0.06930118653778243,0.6862067112308522,-0.6437849759476042,0.037754035670142586
autocorrelation-robust,0.01898674214277762,-0.47384303333921846,0.33881536771297477,0.07066090892724608,-0.47384303333921834,0.004369224953723093,-0.5888260116808114,0.6862451737043266,0.3388153677129748,-0.5888260116808114,0.09808956808903543,-0.6942974619172845,0.07066090892724668,0.6862451737043263,-0.6942974619172845,0.03821634783107315
sample-hessian,0.015023102249030721,-0.5711735506456165,0.3582337794525085,-0.0380982387230091,-0.5711735506456164,0.003876724186343844,-0.49932051790936055,0.6369371492861715,0.3582337794525083,-0.49932051790936055,0.10353881033773085,-0.6601531688692966,-0.038098238723008736,0.6369371492861713,-0.6601531688692964,0.03351781826257903
outer-product,0.015167749268828985,-0.5166156027281178,0.2933190996405436,-0.010838480678612445,-0.5166156027281181,0.004426444685455666,-0.5372935622941396,0.7047634924654932,0.293319099640544,-0.5372935622941397,0.11088945702643567,-0.7004639305037769,-0.010838480678612716,0.7047634924654933,-0.700463930503777,0.03905730058403547
misspecification-robust,0.014911782072597931,-0.6252397496940998,0.42197059137746434,-0.07209187397085193,-0.6252397496940992,0.003435952362628283,-0.4727284476762115,0.5625439135216076,0.4219705913774638,-0.4727284476762115,0.09796454660729197,-0.6245687657394945,-0.0720918739708509,0.5625439135216072,-0.6245687657394938,0.029097045842895387
autocorrelation-robust,0.014058853224538368,-0.6179417056464404,0.47406384576918364,-0.15940462714073547,-0.6179417056464399,0.003365522530875174,-0.46525634935486576,0.5865461312354732,0.47406384576918303,-0.4652563493548656,0.09879516137207521,-0.6695588367109261,-0.15940462714073453,0.5865461312354726,-0.6695588367109256,0.028559104552774228
sample-hessian,0.01650573807170675,-0.5738136619082803,0.3717098155804899,-0.024439149724865456,-0.5738136619082802,0.004212041327389891,-0.5291057625829286,0.6515406426535312,0.37170981558049004,-0.5291057625829286,0.10874316842674496,-0.6663453245149084,-0.024439149724865595,0.6515406426535312,-0.6663453245149087,0.03545213309325523
outer-product,0.016932538249637977,-0.6014561420658298,0.4015726669803998,-0.09947028070327105,-0.6014561420658295,0.0049521048200750085,-0.5572746760519727,0.6979154740231698,0.40157266698039973,-0.5572746760519725,0.11275570803649597,-0.6892023182430005,-0.09947028070327077,0.6979154740231694,-0.6892023182430005,0.03776813746026519
