a,t0,v,z
0.6725207797890069,0.37586018985650416,1.8029375621234691,-0.05530312345357872
0.6511043488232573,0.38929121751875695,1.6590725838636844,-0.038418934584459385
0.6647251754863386,0.38205721691782296,1.7256415550813575,-0.041999622869257826
0.6604881436784826,0.3860391111976366,1.763726231096898,-0.015539590952987997
0.6658487605702337,0.3771686697421918,1.6030550558387238,-0.03277878434097963
0.6738329241781547,0.3714827875932004,1.8085641573858935,-0.07599226984733029
0.6577918015800287,0.376877111991012,1.6581987129495963,-0.03208708423280984
0.6748130940117903,0.3784831687573054,1.6678954102130517,0.004789985257937871
0.6801717708212202,0.37944008807888974,1.809694008272352,-0.04544420644488148
0.6471978056476965,0.4024249637015937,1.6643226604800836,0.013525377559790878
0.6745492601416804,0.37276447575020827,1.6569255685981659,-0.036009851421667516
0.6576266749790557,0.375206255468408,1.614887264428285,-0.048741502543848444
0.6988634848850879,0.36665989728422754,1.8104540747447044,-0.04881130307084281
0.6641489315881121,0.3786221659323895,1.6159139676239735,-0.001266125125987842
0.6634610346389338,0.37114269483687773,1.786460269873714,-0.06695836115532076
0.6495726580402595,0.38597972554019266,1.5932427011283414,-0.016760203056953315
0.6380217639904929,0.3918095375993412,1.8242666864657702,-0.05318566088121862
0.6587675843548807,0.37849311217659726,1.7339312507567326,-0.08329521028729404
0.6399433718947644,0.38543700688542676,1.6426931518808876,-0.037853059717710316
0.6546617499691338,0.38970994484062105,1.8740880244467926,-0.0507657481739362
0.6394497829297803,0.4008023423350655,1.62076238431606,0.02175621189305293
0.6843179358146231,0.3706476876662958,1.8464784987446816,-0.08794989779446961
0.6869293760075043,0.3663549779177939,1.767839029788254,-0.0624165435145059
0.657305038555392,0.38081130792101786,1.6403719552495035,-0.014022536924878114
0.6584907233289137,0.3764997080753927,1.7929890981112215,-0.05524796783873502
0.6683184352904408,0.37111727834402025,1.6506380472822184,-0.01869188379117602
0.6795747722464945,0.3794694575459597,1.7966823434753496,-0.025185428590426353
0.6631774585112807,0.3782580894687124,1.7957881849777053,-0.06145042939976069
0.6655391900153128,0.3791545755586964,1.831992229264183,-0.0672866841149694
0.6573122080548064,0.3850631866479901,1.6569223214762125,0.0019597134243592037
0.6566657987312946,0.38282021669928795,1.6642347369383774,-0.01860318902632843
0.6676947161239918,0.3866902972064035,1.6356427860505605,0.032533778861633625
0.660882959150974,0.37588756386489663,1.7584855316206838,-0.03747065875487071
0.6514041302483128,0.3777320495173087,1.871631652676525,-0.07820535841292486
0.6937482761545176,0.3597622432434042,1.8538236699399169,-0.09989230310981916
0.6737776040084767,0.3724670842514918,1.8291534534845053,-0.05784814640941134
0.6716651759141257,0.3760771813483239,1.7790589904759972,-0.07019195328205863
0.6588942460375338,0.3753482471167533,1.7514654840948007,-0.06075945893198696
0.6709080774224103,0.387608278713243,1.8462949834173707,-0.04404473942175399
0.6466207563480705,0.38596631884341104,1.7999413454374271,-0.06002086591526348
0.6706694764262814,0.3709934366635754,1.8616565789805832,-0.09965977548463632
0.6624507250154601,0.383630156650115,1.6712659247660564,-0.02588953573239289
0.6915353342582448,0.36717178232586195,1.868411740806626,-0.07292986586779081
0.6802191901934502,0.37195644790857785,1.8641214131020676,-0.09674768200062041
0.6745921205308378,0.3672927936832139,1.6644653748661011,-0.031795387012032154
0.6391320461982334,0.3912636486654156,1.4850180941771625,0.034276798151338855
0.6804002317387361,0.37322596598065966,1.6337677834152258,-0.03216162444418944
