,a,a+,a-,t0,t0+,t0-,beta_v,beta_v+,beta_v-,z,z+,z-
520,1.000562422835589,1.0570572162362604,0.9440676294349176,0.4209912073490435,0.44914870738706136,0.3928337073110256,1.504306145537691,1.6730349164439953,1.3355773746313866,0.1923947618605864,0.24369601106462038,0.14109351265655243
540,0.9916677024062702,1.0663799873600561,0.9169554174524843,0.4504646587306411,0.46821527495805226,0.43271404250323,1.6032252910714702,1.774327666775262,1.4321229153676782,0.22623553357638787,0.2793337511626387,0.17313731599013707
560,0.8925546123676896,0.93571673962038,0.8493924851149992,0.48229633827915463,0.499893743927458,0.46469893263085127,1.3707678687117906,1.558600107839722,1.1829356295838591,0.18690536193352517,0.2516997249195423,0.12211099894750801
580,0.9785920247924047,1.0473610931274226,0.9098229564573866,0.4428436307746367,0.4710049231077377,0.4146823384415356,1.5359602875670126,1.7192566493487043,1.352663925785321,0.16417762028245655,0.24313396927606326,0.08522127128884985
600,1.0407837545548901,1.1329861714051763,0.948581337704604,0.41808986322599295,0.438792556757747,0.39738716969423893,1.5593262102971281,1.7888577319344374,1.3297946886598189,0.23730524119003807,0.30683241693202473,0.1677780654480514
620,0.9198963274418923,0.9867250499726038,0.8530676049111808,0.44973200453095047,0.47283672850779856,0.4266272805541024,1.4850211738521748,1.7027131374919509,1.2673292102123987,0.1926384724296338,0.26384424156133335,0.12143270329793426
640,0.9389882777054723,1.0093638016875983,0.8686127537233463,0.43731819873459055,0.4620805637783916,0.4125558336907895,1.40674313449865,1.6228056547884449,1.1906806142088553,0.18270673486271974,0.25590777946602805,0.10950569025941145
660,1.0132025278989938,1.101625899580578,0.9247791562174095,0.39525361902212064,0.42623451639067544,0.36427272165356583,1.3482960110501696,1.5488108562509548,1.1477811658493844,0.15839116242477738,0.2446669444720211,0.07211538037753368
680,1.1204173519169511,1.2449039270639888,0.9959307767699136,0.41633941798346175,0.45648801081208185,0.37619082515484165,1.5243615380908817,1.7791257967626986,1.2695972794190649,0.1567381589488446,0.23900233637771418,0.07447398151997503
700,0.9711315297617511,1.056361529427659,0.8859015300958433,0.46535093225970225,0.4916455234289671,0.4390563410904374,1.4249209028556762,1.6745039227226106,1.1753378829887418,0.21666476752217972,0.31602558619277493,0.1173039488515845
720,0.9954061782974797,1.1307269459951585,0.8600854105998008,0.4428961613390396,0.47609147459721723,0.40970084808086193,1.6187241794214793,1.9918641213904245,1.245584237452534,0.2945416968574216,0.42639629755763214,0.16268709615721105
740,0.9436616460064431,1.0475086206016258,0.8398146714112604,0.4675530391894044,0.49617537058929106,0.4389307077895177,1.4008124720856514,1.7789882651669964,1.0226366790043064,0.28636832912646804,0.42649691003700785,0.1462397482159282
760,0.9099444938222596,1.0213796025159128,0.7985093851286064,0.4702533527956832,0.49673152640281204,0.44377517918855436,1.3717902141194052,1.7300360478947443,1.013544380344066,0.18305560555394498,0.31623082618909304,0.0498803849187969
780,1.1326421783663387,1.4353281659663553,0.8299561907663222,0.39649575259325326,0.4795933142270971,0.3133981909594094,1.6869985941909282,2.0753283840613865,1.2986688043204702,0.13521224791107234,0.2791287232080098,-0.008704227385865126
800,0.9792748805964174,1.2516240765744153,0.7069256846184196,0.5275724605816735,0.6188230934499175,0.43632182771342953,1.7615725109020277,2.6880849207899593,0.8350601010140962,0.42832100373517157,0.752942977084271,0.10369903038607214
